	 activite	Type	date	Temps	Distance	Gain_altitude	Perte_altitude	Vitesse_moy	Vitesse_max	Calories	jour	mois	annee	date2	heure	date2_heure	temp	humidity	wind_speed	wind_degree	clouds_coverage	rain	pressure
127	 Sans titre	Course à pied	lun., 29 sept. 2014 6:13	01:01:57	11,81	119	120	05:15	04:35	974.0	29	septembre	2014	29/09/2014	06:13	29/09/2014 06:13	291.93	81	7	22	100	11.5	1011.4
128	 Sans titre	Course à pied	dim., 28 sept. 2014 8:30	01:00:05	11,74	126	123	05:07	03:09	977.0	28	septembre	2014	28/09/2014	08:30	28/09/2014 08:30	292.9	63	2.6	70	92	NA	1026
129	 Sans titre	Course à pied	sam., 27 sept. 2014 6:58	55:49:00	10,8	110	112	05:10	04:12	898.0	27	septembre	2014	27/09/2014	06:58	27/09/2014 06:58	290.18	56	1.36	15.0006	8	NA	1012.8
130	 Sans titre	Course à pied	ven., 26 sept. 2014 5:54	01:02:58	12,57	145	146	05:00	:34	1.034	26	septembre	2014	26/09/2014	05:54	26/09/2014 05:54	284.6	62	4.1	30	0	NA	1022
131	 michael	Course à pied	jeu., 25 sept. 2014 5:43	01:02:43	12,69	148	145	04:57	03:08	1.062	25	septembre	2014	25/09/2014	05:43	25/09/2014 05:43	285.66	71	3.6	330	20	16	1017
132	 michael	Course à pied	mer., 24 sept. 2014 5:34	01:00:01	11,88	127	125	05:03	03:43	984.0	24	septembre	2014	24/09/2014	05:34	24/09/2014 05:34	288.66	77	3.1	360	92	1.5	1014
133	 michael	Course à pied	mar., 23 sept. 2014 6:19	01:00:45	11,78	126	125	05:10	03:42	970.0	23	septembre	2014	23/09/2014	06:19	23/09/2014 06:19	287.15	58	5.1	30	12	NA	1013
134	  Sans titre	Course à pied	sam., 15 nov. 2014 7:15	01:01:17	12,3	140	143	04:59	02:57	1.0190000000000001	15	novembre	2014	15/11/2014	07:15	15/11/2014 07:15	282.855	90	1.34	312.501	12	NA	974.9
135	 Sans titre	Course à pied	jeu., 13 nov. 2014 6:02	58:19:00	11,76	133	133	04:57	03:40	978.0	13	novembre	2014	13/11/2014	06:02	13/11/2014 06:02	277.898	91	0.96	287.001	0	10.5	980.85
136	 Sans titre	Course à pied	lun., 10 nov. 2014 7:34	55:26:00	11,06	125	127	05:01	02:19	923.0	10	novembre	2014	10/11/2014	07:34	10/11/2014 07:34	281.583	92	1.49	326.502	20	NA	983.41
137	 Sans titre	Course à pied	dim., 9 nov. 2014 7:51	54:44:00	10,76	131	123	05:05	03:08	901.0	9	novembre	2014	09/11/2014	07:51	09/11/2014 07:51	283.572	97	1.16	48.5016	68	0.5	977.12
138	 Sans titre	Course à pied	jeu., 6 nov. 2014 5:42	58:46:00	11,84	122	119	04:58	04:19	984.0	6	novembre	2014	06/11/2014	05:42	06/11/2014 05:42	279.64	56	4.1	320	0	NA	1009
139	 Sans titre	Course à pied	mer., 5 nov. 2014 5:55	01:03:01	12,62	--	--	05:00	02:33	1.05	5	novembre	2014	05/11/2014	05:55	05/11/2014 05:55	282.15	66	4.1	350	92	46	1000
140	 Sans titre	Course à pied	dim., 2 nov. 2014 7:47	01:49:39	21,54	249	259	05:05	04:08	1.79	2	novembre	2014	02/11/2014	07:47	02/11/2014 07:47	287.68	76	2.6	70	90	0	1022
141	 Sans titre	Course à pied	ven., 31 oct. 2014 6:09	51:34:00	10,54	114	111	04:54	03:44	875.0	31	octobre	2014	31/10/2014	06:09	31/10/2014 06:09	282.66	76	2.1	50	0	NA	1024
142	 Sans titre	Course à pied	jeu., 30 oct. 2014 5:28	53:41:00	10,74	123	124	05:00	04:14	892.0	30	octobre	2014	30/10/2014	05:28	30/10/2014 05:28	282.15	76	1.5	10	0	NA	1021
143	 Sans titre	Course à pied	mar., 28 oct. 2014 5:39	54:38:00	10,7	118	119	05:06	04:22	889.0	28	octobre	2014	28/10/2014	05:39	28/10/2014 05:39	288.21	71	3.6	120	92	1	1020
144	 Sans titre	Course à pied	lun., 27 oct. 2014 5:32	01:05:32	12,8	143	144	05:07	04:28	1.062	27	octobre	2014	27/10/2014	05:32	27/10/2014 05:32	284.15	76	1.5	20	90	NA	1023
145	 Sans titre	Course à pied	dim., 26 oct. 2014 7:37	51:47:00	10,57	121	116	04:54	04:09	882.0	26	octobre	2014	26/10/2014	07:37	26/10/2014 07:37	288.48	62	2.6	350	0	NA	1022
146	 Sans titre	Course à pied	sam., 25 oct. 2014 8:28	50:36:00	10,49	118	117	04:49	02:34	878.0	25	octobre	2014	25/10/2014	08:28	25/10/2014 08:28	289.64	45	3.6	10	0	NA	1018
147	 Sans titre	Course à pied	ven., 24 oct. 2014 5:39	01:03:22	12,86	146	146	04:56	04:22	1.074	24	octobre	2014	24/10/2014	05:39	24/10/2014 05:39	285.66	81	5.1	360	0	NA	1016
148	 Sans titre	Course à pied	jeu., 23 oct. 2014 6:15	53:49:00	10,75	118	116	05:00	04:29	896.0	23	octobre	2014	23/10/2014	06:15	23/10/2014 06:15	284.15	50	9.3	350	0	NA	1020
149	 Sans titre	Course à pied	mer., 22 oct. 2014 5:36	58:34:00	11,75	120	121	04:59	04:05	973.0	22	octobre	2014	22/10/2014	05:36	22/10/2014 05:36	285.17	43	5.7	340	0	NA	1022
150	 Sans titre	Course à pied	mar., 21 oct. 2014 5:46	01:01:11	11,79	130	127	05:11	04:27	977.0	21	octobre	2014	21/10/2014	05:46	21/10/2014 05:46	289.84	84	1.86	298.512	0	NA	1006.8
151	 Sans titre	Course à pied	dim., 19 oct. 2014 8:29	52:14:00	10,33	119	121	05:03	03:56	859.0	19	octobre	2014	19/10/2014	08:29	19/10/2014 08:29	292.17	82	2.1	70	92	1	1025
152	 Sans titre	Course à pied	sam., 18 oct. 2014 7:57	51:05:00	10,67	119	118	04:47	04:12	886.0	18	octobre	2014	18/10/2014	07:57	18/10/2014 07:57	291.15	82	1.5	20	90	NA	1021
153	 Sans titre	Course à pied	ven., 17 oct. 2014 6:02	54:05:00	10,68	113	110	05:04	04:11	883.0	17	octobre	2014	17/10/2014	06:02	17/10/2014 06:02	289.64	77	1	350	56	NA	1015
154	  Sans titre	Course à pied	dim., 14 déc. 2014 9:48	59:32:00	11,42	95	110	05:13	02:28	838.0	14	décembre	2014	14/12/2014	09:48	14/12/2014 09:48	NA	NA	NA	NA	NA	NA	NA
155	 Sans titre	Course à pied	ven., 12 déc. 2014 5:50	01:04:32	12,7	118	120	05:05	03:56	1.051	12	décembre	2014	12/12/2014	05:50	12/12/2014 05:50	NA	NA	NA	NA	NA	NA	NA
156	 Sans titre	Course à pied	jeu., 11 déc. 2014 5:54	01:04:58	12,71	103	104	05:07	03:13	1.055	11	décembre	2014	11/12/2014	05:54	11/12/2014 05:54	NA	NA	NA	NA	NA	NA	NA
157	 Sans titre	Course à pied	mar., 9 déc. 2014 6:05	49:55:00	9,75	82	84	05:07	03:36	808.0	9	décembre	2014	09/12/2014	06:05	09/12/2014 06:05	NA	NA	NA	NA	NA	NA	NA
158	 Sans titre	Course à pied	lun., 8 déc. 2014 5:58	01:00:29	11,75	106	104	05:09	03:56	973.0	8	décembre	2014	08/12/2014	05:58	08/12/2014 05:58	NA	NA	NA	NA	NA	NA	NA
159	 Sans titre	Course à pied	sam., 6 déc. 2014 6:18	01:05:12	12,69	106	109	05:08	03:54	1.053	6	décembre	2014	06/12/2014	06:18	06/12/2014 06:18	NA	NA	NA	NA	NA	NA	NA
160	 Sans titre	Course à pied	ven., 5 déc. 2014 5:59	01:06:35	12,69	114	114	05:15	04:00	1.051	5	décembre	2014	05/12/2014	05:59	05/12/2014 05:59	NA	NA	NA	NA	NA	NA	NA
161	 Sans titre	Course à pied	mer., 3 déc. 2014 5:51	01:03:15	12,38	105	103	05:06	04:34	1.026	3	décembre	2014	03/12/2014	05:51	03/12/2014 05:51	NA	NA	NA	NA	NA	NA	NA
162	 Sans titre	Course à pied	mar., 2 déc. 2014 6:07	01:01:15	12,17	104	108	05:02	04:19	1.01	2	décembre	2014	02/12/2014	06:07	02/12/2014 06:07	NA	NA	NA	NA	NA	NA	NA
163	 Sans titre	Course à pied	lun., 1 déc. 2014 5:57	58:14:00	11,28	99	99	05:10	04:10	938.0	1	décembre	2014	01/12/2014	05:57	01/12/2014 05:57	283.7	93	4.1	40	68	29.5	1000
164	 Sans titre	Course à pied	dim., 30 nov. 2014 7:44	01:01:30	12,51	109	112	04:55	03:32	1.038	30	novembre	2014	30/11/2014	07:44	30/11/2014 07:44	287.03	81	4.1	40	92	1	1005
165	 Sans titre	Course à pied	sam., 29 nov. 2014 6:33	01:04:08	12,71	119	121	05:03	03:46	1.053	29	novembre	2014	29/11/2014	06:33	29/11/2014 06:33	290.17	72	6.2	120	92	60.5	1004
166	 Sans titre	Course à pied	jeu., 27 nov. 2014 6:13	58:56:00	12,07	109	115	04:53	02:35	1.003	27	novembre	2014	27/11/2014	06:13	27/11/2014 06:13	285.16	100	2.1	140	75	49	1007
167	 Sans titre	Course à pied	mar., 25 nov. 2014 6:00	48:11:00	9,68	79	81	04:59	03:58	809.0	25	novembre	2014	25/11/2014	06:00	25/11/2014 06:00	286.64	100	4.1	150	90	11	1018
168	 Sans titre	Course à pied	lun., 24 nov. 2014 6:02	01:04:00	12,58	110	112	05:05	03:31	1.042	24	novembre	2014	24/11/2014	06:02	24/11/2014 06:02	288.17	87	1	360	90	1	1021
169	 Sans titre	Course à pied	sam., 22 nov. 2014 6:59	01:02:57	12,52	141	143	05:02	03:13	1.036	22	novembre	2014	22/11/2014	06:59	22/11/2014 06:59	288.17	82	1.5	100	92	1	1020
170	 Sans titre	Course à pied	ven., 21 nov. 2014 5:59	01:04:35	12,83	135	136	05:02	03:30	1.061	21	novembre	2014	21/11/2014	05:59	21/11/2014 05:59	285.17	87	1.5	80	90	4	1021
171	 Sans titre	Course à pied	mer., 19 nov. 2014 6:00	01:01:54	12,62	136	134	04:54	03:49	1.0490000000000002	19	novembre	2014	19/11/2014	06:00	19/11/2014 06:00	279.15	93	1	360	0	NA	1015
172	 Sans titre	Course à pied	mar., 18 nov. 2014 6:16	59:50:00	11,7	133	133	05:07	02:27	975.0	18	novembre	2014	18/11/2014	06:16	18/11/2014 06:16	279.589	94	2.28	270.511	36	2	978.52
173	 Sans titre	Course à pied	dim., 16 nov. 2014 7:15	01:50:53	22,34	243	241	04:58	03:55	1.857	16	novembre	2014	16/11/2014	07:15	16/11/2014 07:15	281.663	92	1.56	239.503	76	0.5	976.47
174	  Malbosc	Course à pied	mer., 21 janv. 2015 5:51	01:04:11	12,74	115	117	05:02	03:31	928.0	21	janvier	2015	21/01/2015	05:51	21/01/2015 05:51	272.508	96	1.23	316.5	56	NA	976.54
175	 Malbosc	Course à pied	mar., 20 janv. 2015 5:48	01:02:31	12,78	116	117	04:54	03:22	937.0	20	janvier	2015	20/01/2015	05:48	20/01/2015 05:48	273.067	95	1.33	331.001	92	0.5	977.84
176	 Malbosc	Course à pied	lun., 19 janv. 2015 5:49	01:04:08	12,73	115	114	05:02	03:54	930.0	19	janvier	2015	19/01/2015	05:49	19/01/2015 05:49	278.274	99	0.96	200.502	92	9.5	977
177	 Malbosc	Course à pied	ven., 16 janv. 2015 5:54	01:03:27	12,77	111	110	04:58	03:36	934.0	16	janvier	2015	16/01/2015	05:54	16/01/2015 05:54	276.339	89	1.25	131	88	NA	976.35
178	 Malbosc	Course à pied	mer., 14 janv. 2015 5:51	01:02:37	12,78	112	109	04:54	03:37	933.0	14	janvier	2015	14/01/2015	05:51	14/01/2015 05:51	272.659	78	1.33	289	0	NA	991.79
179	 Malbosc	Course à pied	mar., 13 janv. 2015 6:08	01:04:52	12,73	113	110	05:06	03:25	928.0	13	janvier	2015	13/01/2015	06:08	13/01/2015 06:08	270.394	83	1.15	4.5054	20	NA	993.96
180	 Malbosc	Course à pied	lun., 12 janv. 2015 6:09	01:01:57	12,24	107	111	05:04	03:45	897.0	12	janvier	2015	12/01/2015	06:09	12/01/2015 06:09	268.856	79	1.16	322.002	0	NA	1001.94
181	 Malbosc	Course à pied	sam., 10 janv. 2015 8:25	01:00:56	12,77	111	110	04:46	03:56	938.0	10	janvier	2015	10/01/2015	08:25	10/01/2015 08:25	285.181	67	3.36	303.502	0	NA	1001.59
182	 Malbosc	Course à pied	jeu., 8 janv. 2015 5:59	01:03:55	12,81	108	109	04:59	04:08	937.0	8	janvier	2015	08/01/2015	05:59	08/01/2015 05:59	267.199	74	1.01	287.502	0	NA	1002.08
183	 Malbosc	Course à pied	mer., 7 janv. 2015 5:51	01:04:02	12,76	111	113	05:01	03:18	935.0	7	janvier	2015	07/01/2015	05:51	07/01/2015 05:51	NA	NA	NA	NA	NA	NA	NA
184	 Malbosc	Course à pied	lun., 5 janv. 2015 6:06	01:03:38	12,8	--	--	04:58	03:52	935.0	5	janvier	2015	05/01/2015	06:06	05/01/2015 06:06	271.364	81	1.56	325.502	0	NA	1000.27
185	 Malbosc	Course à pied	dim., 4 janv. 2015 8:12	56:29:00	11,29	97	110	05:00	03:35	825.0	4	janvier	2015	04/01/2015	08:12	04/01/2015 08:12	283.986	69	4.31	322.001	0	NA	1001
186	 Malbosc	Course à pied	lun., 29 déc. 2014 8:29	55:04:00	10,89	110	127	05:03	03:32	798.0	29	décembre	2014	29/12/2014	08:29	29/12/2014 08:29	NA	NA	NA	NA	NA	NA	NA
187	 Malbosc	Course à pied	sam., 27 déc. 2014 8:45	39:07:00	6,86	90	134	05:42	03:25	508.0	27	décembre	2014	27/12/2014	08:45	27/12/2014 08:45	NA	NA	NA	NA	NA	NA	NA
188	 Malbosc	Course à pied	ven., 26 déc. 2014 9:16	01:35:00	16,46	265	305	05:46	03:49	1.212	26	décembre	2014	26/12/2014	09:16	26/12/2014 09:16	NA	NA	NA	NA	NA	NA	NA
189	 Malbosc	Course à pied	dim., 21 déc. 2014 9:26	01:03:22	12,63	101	102	05:01	03:34	924.0	21	décembre	2014	21/12/2014	09:26	21/12/2014 09:26	NA	NA	NA	NA	NA	NA	NA
190	 Malbosc	Course à pied	sam., 20 déc. 2014 7:51	01:05:02	12,75	112	111	05:06	03:55	933.0	20	décembre	2014	20/12/2014	07:51	20/12/2014 07:51	NA	NA	NA	NA	NA	NA	NA
191	 Malbosc	Course à pied	jeu., 18 déc. 2014 6:01	01:02:35	12,16	111	116	05:09	03:35	884.0	18	décembre	2014	18/12/2014	06:01	18/12/2014 06:01	NA	NA	NA	NA	NA	NA	NA
192	 Malbosc	Course à pied	mer., 17 déc. 2014 5:51	01:05:53	12,83	104	104	05:08	02:56	936.0	17	décembre	2014	17/12/2014	05:51	17/12/2014 05:51	NA	NA	NA	NA	NA	NA	NA
193	 Sans titre	Course à pied	lun., 15 déc. 2014 5:53	01:07:27	12,72	109	109	05:18	03:43	929.0	15	décembre	2014	15/12/2014	05:53	15/12/2014 05:53	NA	NA	NA	NA	NA	NA	NA
194	  Malbosc	Course à pied	sam., 28 févr. 2015 6:52	01:03:00	12,73	115	112	04:57	03:24	956.0	28	février	2015	28/02/2015	06:52	28/02/2015 06:52	278.629	49	2.23	331.003	0	NA	989.49
195	 Malbosc	Course à pied	jeu., 26 févr. 2015 5:47	01:06:47	12,72	110	110	05:15	03:37	957.0	26	février	2015	26/02/2015	05:47	26/02/2015 05:47	281.009	65	3.57	333.504	0	NA	988.45
196	 Malbosc	Course à pied	mer., 25 févr. 2015 5:54	01:05:24	12,75	113	112	05:08	03:11	954.0	25	février	2015	25/02/2015	05:54	25/02/2015 05:54	278.251	43	5.21	343.503	0	NA	987.38
197	 Malbosc	Course à pied	lun., 23 févr. 2015 5:55	01:06:29	12,75	115	115	05:13	03:23	955.0	23	février	2015	23/02/2015	05:55	23/02/2015 05:55	277.549	88	1.97	295.502	64	NA	977.73
198	 Malbosc	Course à pied	sam., 21 févr. 2015 6:43	01:04:08	12,74	114	115	05:02	03:47	962.0	21	février	2015	21/02/2015	06:43	21/02/2015 06:43	278.074	97	1.51	280.001	92	3	974.74
199	 Malbosc	Course à pied	ven., 20 févr. 2015 5:57	01:06:10	12,77	111	110	05:11	03:35	931.0	20	février	2015	20/02/2015	05:57	20/02/2015 05:57	268.401	74	0.86	33.0032	68	NA	994.89
200	 Malbosc	Course à pied	mer., 18 févr. 2015 5:58	01:05:15	11,84	109	106	05:31	03:01	864.0	18	février	2015	18/02/2015	05:58	18/02/2015 05:58	270.382	84	2.12	330.005	0	NA	1001.76
201	 Malbosc	Course à pied	mar., 17 févr. 2015 5:49	01:06:07	12,67	112	111	05:13	03:33	925.0	17	février	2015	17/02/2015	05:49	17/02/2015 05:49	274.701	93	1.31	324.502	92	NA	991.72
202	 Malbosc	Course à pied	sam., 14 févr. 2015 6:32	59:32:00	11,27	97	98	05:17	04:15	826.0	14	février	2015	14/02/2015	06:32	14/02/2015 06:32	273.592	87	0.76	252.002	12	NA	983.64
203	 Malbosc	Course à pied	ven., 13 févr. 2015 6:58	01:21:33	15,75	138	137	05:11	03:38	1.1540000000000001	13	février	2015	13/02/2015	06:58	13/02/2015 06:58	279.174	99	1.35	57.0055	92	NA	990.22
204	 Malbosc	Course à pied	mer., 11 févr. 2015 5:49	01:07:13	12,74	112	110	05:17	03:42	927.0	11	février	2015	11/02/2015	05:49	11/02/2015 05:49	266.178	75	1.24	8.50076	0	NA	995.17
205	 Malbosc	Course à pied	mar., 10 févr. 2015 5:56	01:06:13	12,75	110	111	05:12	03:45	930.0	10	février	2015	10/02/2015	05:56	10/02/2015 05:56	266.688	72	0.63	262.007	0	NA	993.91
206	 Malbosc	Course à pied	lun., 9 févr. 2015 5:53	01:06:10	12,7	--	--	05:13	03:41	927.0	9	février	2015	09/02/2015	05:53	09/02/2015 05:53	267.494	64	0.38	207.501	0	NA	995.33
207	 Malbosc	Course à pied	ven., 6 févr. 2015 5:51	01:03:58	12,72	111	112	05:02	03:55	931.0	6	février	2015	06/02/2015	05:51	06/02/2015 05:51	264.631	78	1.08	312.002	8	NA	974.94
208	 Malbosc	Course à pied	jeu., 5 févr. 2015 5:48	01:03:01	12,74	113	114	04:57	03:27	929.0	5	février	2015	05/02/2015	05:48	05/02/2015 05:48	273.603	52	3.81	352.5	24	NA	971.45
209	 Malbosc	Course à pied	mer., 4 févr. 2015 6:00	01:04:48	12,73	107	108	05:05	03:42	930.0	4	février	2015	04/02/2015	06:00	04/02/2015 06:00	266.634	74	1.21	297.01	36	NA	969.52
210	 Malbosc	Course à pied	mar., 3 févr. 2015 6:01	01:04:21	12,7	107	108	05:04	03:37	931.0	3	février	2015	03/02/2015	06:01	03/02/2015 06:01	272.676	71	2.2	29.0006	92	NA	967.07
211	 Malbosc	Course à pied	lun., 2 févr. 2015 5:48	01:04:42	12,67	111	110	05:06	03:07	923.0	2	février	2015	02/02/2015	05:48	02/02/2015 05:48	274.066	57	3.36	315.004	0	NA	976.22
212	 Malbosc	Course à pied	sam., 24 janv. 2015 7:49	49:33:00	9,79	87	86	05:04	03:39	714.0	24	janvier	2015	24/01/2015	07:49	24/01/2015 07:49	277.435	38	4.31	331.503	36	NA	989.87
213	 Malbosc	Course à pied	jeu., 22 janv. 2015 5:54	01:06:54	12,76	111	112	05:15	04:04	932.0	22	janvier	2015	22/01/2015	05:54	22/01/2015 05:54	272.967	96	1.12	359.507	88	NA	977.8
214	 Juvignac Course à pied	Course à pied	lun., 30 mars 2015 5:50	01:03:40	12,9	--	--	04:56	03:09	967.0	30	mars	2015	30/03/2015	05:50	30/03/2015 05:50	286.079	59	7.16	300.501	0	NA	986.23
215	 Juvignac Course à pied	Course à pied	ven., 27 mars 2015 5:49	59:48:00	12,12	108	107	04:56	03:41	915.0	27	mars	2015	27/03/2015	05:49	27/03/2015 05:49	280.765	54	4.31	326.506	0	NA	987.62
216	 Juvignac Course à pied	Course à pied	jeu., 26 mars 2015 5:57	59:14:00	12,17	114	114	04:52	03:48	915.0	26	mars	2015	26/03/2015	05:57	26/03/2015 05:57	277.26	65	4.36	327.003	0	NA	979.93
217	 Juvignac Course à pied	Course à pied	mer., 25 mars 2015 6:14	39:43:00	7,69	68	63	05:10	04:11	579.0	25	mars	2015	25/03/2015	06:14	25/03/2015 06:14	277.608	98	4.36	328.502	92	2.25	973.79
218	 Juvignac Course à pied	Course à pied	mer., 25 mars 2015 5:50	22:14	4,83	39	37	04:36	03:52	365.0	25	mars	2015	25/03/2015	05:50	25/03/2015 05:50	284.208	100	3.61	44.002	92	2.91	1001.76
219	 Juvignac Course à pied	Course à pied	mar., 24 mars 2015 5:44	01:03:10	12,75	112	111	04:57	04:10	964.0	24	mars	2015	24/03/2015	05:44	24/03/2015 05:44	280.393	95	1.61	62.5087	92	0.5325	979.22
220	 Sans titre	Course à pied	lun., 23 mars 2015 5:51	01:03:29	12,75	--	--	04:59	03:30	957.0	23	mars	2015	23/03/2015	05:51	23/03/2015 05:51	280.169	92	1.02	40.0037	92	NA	985.9
221	 Juvignac Course à pied	Course à pied	ven., 20 mars 2015 5:46	01:02:00	12,69	109	111	04:53	03:47	959.0	20	mars	2015	20/03/2015	05:46	20/03/2015 05:46	283.17	81	3.1	30	92	1.995	1019
222	 Juvignac Course à pied	Course à pied	jeu., 19 mars 2015 5:50	01:01:56	12,74	115	116	04:52	03:27	961.0	19	mars	2015	19/03/2015	05:50	19/03/2015 05:50	275.135	83	0.77	288.001	24	NA	991.22
223	 Juvignac Course à pied	Course à pied	mer., 18 mars 2015 5:39	01:02:11	12,72	106	108	04:53	03:37	956.0	18	mars	2015	18/03/2015	05:39	18/03/2015 05:39	281.191	95	1.46	76.501	92	0.38	992.97
224	 Juvignac Course à pied	Course à pied	mar., 17 mars 2015 5:54	01:03:31	12,7	108	107	05:00	03:46	959.0	17	mars	2015	17/03/2015	05:54	17/03/2015 05:54	277.482	97	1.01	328	80	0.175	989.64
225	 Sans titre	Course à pied	lun., 16 mars 2015 5:49	01:04:06	12,69	--	--	05:03	04:03	957.0	16	mars	2015	16/03/2015	05:49	16/03/2015 05:49	280.012	98	3.91	97.0007	92	0.65	985.92
226	 Juvignac Course à pied	Course à pied	ven., 13 mars 2015 5:51	01:03:51	12,72	104	103	05:01	04:09	962.0	13	mars	2015	13/03/2015	05:51	13/03/2015 05:51	281.629	100	0.77	280.501	56	NA	1022.24
227	 Juvignac Course à pied	Course à pied	mer., 11 mars 2015 6:08	57:12:00	11,51	102	101	04:58	03:58	869.0	11	mars	2015	11/03/2015	06:08	11/03/2015 06:08	276.457	86	1.05	347.001	24	NA	993.61
228	 Juvignac Course à pied	Course à pied	mar., 10 mars 2015 5:50	01:02:23	12,77	114	115	04:53	03:57	966.0	10	mars	2015	10/03/2015	05:50	10/03/2015 05:50	278.1	93	1.5	0	90	NA	1025
229	 Juvignac Course à pied	Course à pied	lun., 9 mars 2015 5:55	01:05:47	12,8	113	115	05:08	03:45	964.0	9	mars	2015	09/03/2015	05:55	09/03/2015 05:55	279.64	93	1.5	350	90	NA	1024
230	 Malbosc	Course à pied	ven., 6 mars 2015 5:51	01:01:35	12,79	117	118	04:49	03:31	965.0	6	mars	2015	06/03/2015	05:51	06/03/2015 05:51	277.7	57	1	135	0	NA	1019.9
231	 Juvignac Course à pied	Course à pied	jeu., 5 mars 2015 5:53	01:03:58	12,79	116	113	05:00	03:32	964.0	5	mars	2015	05/03/2015	05:53	05/03/2015 05:53	280.15	39	17	360	0	NA	1022
232	 Malbosc	Course à pied	mar., 3 mars 2015 5:54	01:02:23	12,76	110	109	04:53	03:45	965.0	3	mars	2015	03/03/2015	05:54	03/03/2015 05:54	281.546	60	1.67	310.5	92	NA	992.5
233	 Malbosc	Course à pied	lun., 2 mars 2015 6:02	01:03:37	12,75	114	113	04:59	03:42	961.0	2	mars	2015	02/03/2015	06:02	02/03/2015 06:02	285.073	79	3.97	287.002	0	NA	986.73
234	  Juvignac Course à pied	Course à pied	mar., 5 mai 2015 5:49	01:02:25	12,24	112	109	05:06	03:39	921.0	5	mai	2015	05/05/2015	05:49	05/05/2015 05:49	289.578	72	0.76	139	64	NA	979.84
235	 Juvignac Course à pied	Course à pied	lun., 4 mai 2015 6:00	01:02:42	12,25	113	113	05:07	03:29	919.0	4	mai	2015	04/05/2015	06:00	04/05/2015 06:00	287.722	89	0.77	96.0002	88	NA	983.57
236	 Juvignac Course à pied	Course à pied	ven., 1 mai 2015 5:50	01:02:45	12,19	108	109	05:09	03:47	919.0	1	mai	2015	01/05/2015	05:50	01/05/2015 05:50	287.54	96	4.67	163	24	NA	1015.19
237	 Juvignac Course à pied	Course à pied	jeu., 30 avr. 2015 5:49	01:01:16	12,09	114	111	05:04	03:34	908.0	30	avril	2015	30/04/2015	05:49	30/04/2015 05:49	280.199	75	0.96	282.001	20	NA	989.56
238	 Juvignac Course à pied	Course à pied	mer., 29 avr. 2015 5:51	59:54:00	12,14	106	104	04:56	04:06	915.0	29	avril	2015	29/04/2015	05:51	29/04/2015 05:51	277.03	72	1.22	315.502	68	NA	987.29
239	 Juvignac Course à pied	Course à pied	mar., 28 avr. 2015 5:53	59:42:00	12,17	109	107	04:54	03:00	918.0	28	avril	2015	28/04/2015	05:53	28/04/2015 05:53	279.942	76	4.72	325.504	0	NA	984.75
240	 Juvignac Course à pied	Course à pied	lun., 27 avr. 2015 5:51	01:02:08	12,13	108	106	05:07	03:42	910.0	27	avril	2015	27/04/2015	05:51	27/04/2015 05:51	285.414	100	0.76	265.002	80	4.4075	969.47
241	 Juvignac Course à pied	Course à pied	ven., 24 avr. 2015 5:52	56:29:00	11,26	104	101	05:01	03:44	849.0	24	avril	2015	24/04/2015	05:52	24/04/2015 05:52	285.31	75	1.31	298.001	0	NA	985.27
242	 Juvignac Course à pied	Course à pied	jeu., 23 avr. 2015 5:57	01:00:46	12,17	114	111	04:59	03:51	921.0	23	avril	2015	23/04/2015	05:57	23/04/2015 05:57	282.631	74	1.02	271.001	80	NA	988.88
243	 Juvignac Course à pied	Course à pied	mar., 21 avr. 2015 5:48	56:15:00	11,25	96	98	05:00	02:48	846.0	21	avril	2015	21/04/2015	05:48	21/04/2015 05:48	277.649	75	1.76	331.004	0	NA	995.07
244	 Juvignac Course à pied	Course à pied	lun., 20 avr. 2015 5:54	01:00:46	12,13	109	109	05:00	03:28	911.0	20	avril	2015	20/04/2015	05:54	20/04/2015 05:54	282.07	97	1.13	324.001	92	0.455	991.81
245	 Juvignac Course à pied	Course à pied	ven., 17 avr. 2015 5:53	58:15:00	11,21	93	95	05:12	03:34	844.0	17	avril	2015	17/04/2015	05:53	17/04/2015 05:53	283.512	91	2.26	297	0	NA	984.45
246	 Juvignac Course à pied	Course à pied	ven., 10 avr. 2015 5:53	01:01:53	12,15	114	112	05:06	03:57	917.0	10	avril	2015	10/04/2015	05:53	10/04/2015 05:53	274.449	85	1.7	50.5049	44	NA	997.33
247	 Juvignac Course à pied	Course à pied	jeu., 9 avr. 2015 5:50	59:54:00	12,18	118	116	04:55	03:38	916.0	9	avril	2015	09/04/2015	05:50	09/04/2015 05:50	270.683	72	1.01	39.5004	0	NA	999.49
248	 Juvignac Course à pied	Course à pied	mer., 8 avr. 2015 5:51	59:09:00	12,18	113	110	04:51	03:47	921.0	8	avril	2015	08/04/2015	05:51	08/04/2015 05:51	271.64	76	1.21	357.002	0	NA	1001.93
249	 Juvignac Course à pied	Course à pied	mar., 7 avr. 2015 5:54	01:00:14	12,2	107	105	04:56	03:35	920.0	7	avril	2015	07/04/2015	05:54	07/04/2015 05:54	276.28	36	2.86	31.0004	0	NA	996.57
250	 Juvignac Course à pied	Course à pied	ven., 3 avr. 2015 5:53	54:31:00	11,14	96	93	04:54	04:11	843.0	3	avril	2015	03/04/2015	05:53	03/04/2015 05:53	279.465	79	1.59	300.505	0	NA	990.04
